Date,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms)
2017-03-05,768.4427490234375,1316.05908203125,41.833133697509766,-71.40985107421875,41.837257385253906,-71.40762329101562,3.1600000858306885,3.1600000858306885,3.1600000858306885,4040,,30680795,1594605,85560
2017-03-06,1939.771484375,3040.956787109375,41.81733322143555,-71.40882873535156,41.835411071777344,-71.3989028930664,0.9484977126121521,3.059999942779541,0.550000011920929,6603,,80453023,1308253,1172799
2017-03-07,2011.3314208984375,3668.145263671875,41.808860778808594,-71.41305541992188,41.83546447753906,-71.39918518066406,1.1712244749069214,3.069999933242798,0.5,8088,,78574981,2511695,1104861
2017-03-08,1886.94287109375,3678.4365234375,41.826656341552734,-71.40791320800781,41.835453033447266,-71.3999252319336,1.1036224365234375,3.369999885559082,0.5299999713897705,7300,,75076258,2913997,
2017-03-09,1959.0072021484375,5668.912109375,41.82185363769531,-71.40818786621094,41.835575103759766,-71.3919448852539,1.1159824132919312,2.759999990463257,0.5199999809265137,9611,,55585402,4361291,
2017-03-10,1930.3958740234375,3476.212890625,41.82678985595703,-71.4080581665039,41.83567810058594,-71.40010833740234,1.3316888809204102,3.430000066757202,0.5,6672,,57447858,2347809,576850
2017-03-11,1751.4134521484375,319.45159912109375,41.80640411376953,-71.42496490478516,41.85411071777344,-71.39254760742188,2.8892199993133545,13.8100004196167,0.5099999904632568,5604,,76412677,1153581,347897
2017-03-12,1683.434326171875,291.54986572265625,41.826881408691406,-71.41759490966797,41.84743881225586,-71.40748596191406,,,,2922,,76620939,943486,
2017-03-13,1942.63720703125,3575.544677734375,41.826473236083984,-71.4081039428711,41.83647537231445,-71.39986419677734,0.9655507206916809,3.369999885559082,0.5600000023841858,7167,,81607879,1929737,850184
2017-03-14,1698.0555419921875,33.2386589050293,41.8349609375,-71.4082260131836,41.835304260253906,-71.40736389160156,0.7837387919425964,2.990000009536743,0.5299999713897705,1469,,78946304,81538,
2017-03-15,1919.9208984375,3855.65087890625,41.81754684448242,-71.41063690185547,41.8355827331543,-71.39203643798828,3.187584400177002,9.899999618530273,0.5,8513,,56041986,3773940,
2017-03-16,1945.5523681640625,3428.523681640625,41.826866149902344,-71.40796661376953,41.835418701171875,-71.40015411376953,2.3343312740325928,3.009999990463257,0.5099999904632568,6599,,76310307,2033116,769989
2017-03-17,1970.9794921875,3798.287841796875,41.82668685913086,-71.40808868408203,41.85490417480469,-71.40001678466797,1.7974507808685303,9.529999732971191,0.5,8204,,55739665,2313928,955237
2017-03-18,1712.8765869140625,737.2518310546875,41.810272216796875,-71.42176818847656,41.856895446777344,-71.39120483398438,1.5808604955673218,11.899999618530273,0.5,4384,,72894761,1568893,
2017-03-19,1724.460205078125,656.583251953125,41.82176971435547,-71.41714477539062,41.84775924682617,-71.38777923583984,2.6790719032287598,16.059999465942383,0.5,2872,,76535862,748636,
2017-03-20,1952.92626953125,3533.733642578125,41.81741714477539,-71.4088134765625,41.835636138916016,-71.3990478515625,1.3482023477554321,4.650000095367432,0.5299999713897705,7747,,79882019,2350278,721990
2017-03-21,2004.641357421875,3843.720703125,41.81732940673828,-71.40878295898438,41.835548400878906,-71.39899444580078,1.1380665302276611,3.700000047683716,0.5099999904632568,7560,,77977701,2330765,1118984
2017-03-22,2038.6964111328125,3823.98095703125,41.826881408691406,-71.40792846679688,41.835731506347656,-71.40001678466797,1.2339043617248535,3.509999990463257,0.5,6169,,79184207,652982,1868120
2017-03-23,2058.605712890625,3908.1865234375,41.82682418823242,-71.40872955322266,41.8360481262207,-71.40001678466797,1.1695235967636108,3.4100000858306885,0.5,7034,,63116175,1113776,1898370
2017-03-24,2014.84521484375,3860.722412109375,41.82685470581055,-71.40804290771484,41.84980010986328,-71.39459228515625,1.0794951915740967,2.809999942779541,0.5,6119,,79589142,1256514,1591401
2017-03-25,1733.8450927734375,904.6162109375,41.79339599609375,-71.42655181884766,41.96587371826172,-71.1890869140625,1.9446420669555664,34.81999969482422,0.5,2523,,46084497,947230,
2017-03-26,1811.4869384765625,3239.30810546875,41.8305778503418,-71.41254425048828,41.8460578918457,-71.3970718383789,1.5887335538864136,5.199999809265137,0.5199999809265137,1861,1580929,56273102,160246,
2017-03-27,1966.4615478515625,3024.255126953125,41.82663345336914,-71.40811157226562,41.835636138916016,-71.40001678466797,1.2896915674209595,2.8399999141693115,0.5,5291,,81583143,334994,1670903
2017-03-28,2016.703369140625,3389.863037109375,41.813987731933594,-71.60595703125,41.95022964477539,-71.40001678466797,2.8381099700927734,32.349998474121094,0.5099999904632568,6907,,74818243,1837677,1304443
2017-03-29,1962.3739013671875,2527.075927734375,41.583885192871094,-71.49632263183594,41.83675003051758,-71.38958740234375,2.5129308700561523,35.88999938964844,0.5,5172,,73403761,822205,1346961
2017-03-30,2139.486083984375,5199.18701171875,39.176475524902344,-76.66928100585938,41.8359489440918,-71.39991760253906,1.6652214527130127,2.940000057220459,0.550000011920929,8747,,77703939,1433129,2407754
2017-03-31,1738.3526611328125,28.410438537597656,40.094459533691406,-75.2315444946289,41.83543395996094,-71.40279388427734,9.711052894592285,38.709999084472656,0.5,1178,,61763867,189721,
2017-04-01,1833.8502197265625,1126.55517578125,40.074920654296875,-75.31803131103516,40.18769073486328,-75.19303131103516,5.593502044677734,35.150001525878906,0.5,9857,,63267124,3691687,441852
2017-04-02,1799.08935546875,1079.0216064453125,40.094276428222656,-75.23181915283203,41.846153259277344,-71.40094757080078,16.839000701904297,34.09000015258789,0.5,6062,,54467211,3041650,
2017-04-03,1931.9605712890625,4275.796875,41.817447662353516,-71.41356658935547,41.835575103759766,-71.40001678466797,2.1352579593658447,5.920000076293945,0.5699999928474426,9430,,79105594,4060159,
2017-04-04,1810.5228271484375,2711.89404296875,41.826881408691406,-71.40791320800781,41.83623123168945,-71.40001678466797,0.9581275582313538,2.609999895095825,0.5,6137,,75101052,1334120,598568
2017-04-05,1942.65380859375,2774.344970703125,41.800445556640625,-71.44268798828125,41.835811614990234,-71.39991760253906,1.953437089920044,29.479999542236328,0.5099999904632568,6956,,46989179,3452116,78615
2017-04-06,1926.0322265625,2803.849365234375,41.822017669677734,-71.4080581665039,41.835567474365234,-71.3919448852539,1.1319763660430908,2.4800000190734863,0.5199999809265137,6037,,81774377,1809059,616580
2017-04-07,1892.83642578125,2953.72314453125,41.826656341552734,-71.40799713134766,41.83671188354492,-71.40001678466797,1.0719698667526245,3.559999942779541,0.5,6182,,80298868,2702960,
2017-04-08,1969.996337890625,2796.21142578125,41.798561096191406,-71.42610168457031,41.83601760864258,-71.39714050292969,1.5632619857788086,17.579999923706055,0.5099999904632568,6795,,75889391,2102687,936148
2017-04-09,2166.0927734375,34256.03125,41.737388610839844,-71.41828918457031,41.84952926635742,-71.30462646484375,1.4361549615859985,17.579999923706055,0.5,4751,7218403,63344480,1585498,
2017-04-10,2029.4217529296875,4156.22509765625,41.81732940673828,-71.4101333618164,41.83671188354492,-71.39871215820312,1.1053121089935303,10.779999732971191,0.5,7581,,80469159,1814921,1472241
2017-04-11,2138.8984375,5106.5791015625,41.74666213989258,-71.45510864257812,41.846126556396484,-71.40010833740234,1.9152895212173462,30.6299991607666,0.5099999904632568,10161,,75153258,2661645,1978438
2017-04-12,1977.3323974609375,3304.417724609375,41.816314697265625,-71.41328430175781,41.83638381958008,-71.3994140625,1.5947718620300293,7.559999942779541,0.5,7975,,73751374,2733184,829459
2017-04-13,1972.65234375,2443.117431640625,41.82658004760742,-71.40796661376953,41.83588790893555,-71.3994140625,1.0732421875,3.0,0.5,5654,,83301698,1341378,1184340
2017-04-14,1895.4757080078125,2313.91650390625,41.820960998535156,-71.43030548095703,41.84613800048828,-71.3994140625,1.4720872640609741,12.770000457763672,0.5299999713897705,5795,,56915839,2050083,427671
2017-04-15,1869.8271484375,1082.1573486328125,41.80682373046875,-71.42436981201172,41.83700942993164,-71.36337280273438,3.311760425567627,19.700000762939453,0.5,5658,,74500136,1549927,696836
2017-04-16,2353.182373046875,40070.67578125,41.72420883178711,-71.42149353027344,41.846153259277344,-71.2803955078125,1.969500184059143,29.34000015258789,0.5,6665,8072345,66720972,3255835,
2017-04-17,2097.34375,5585.73681640625,41.81722640991211,-71.40995025634766,41.83562088012695,-71.3962173461914,1.2450581789016724,7.139999866485596,0.5,10151,,80064073,3064516,1444558
2017-04-18,1806.4080810546875,564.8626098632812,41.483245849609375,-71.41082763671875,41.83546447753906,-71.13544464111328,3.9414987564086914,34.77000045776367,0.5,2521,,71793231,1146031,
2017-04-19,2047.283203125,4195.03076171875,41.81754684448242,-71.40864562988281,41.835575103759766,-71.39816284179688,0.9111062288284302,4.539999961853027,0.5099999904632568,8558,,48931114,1872481,1638086
2017-04-20,1981.27294921875,3438.99462890625,41.82523727416992,-71.40817260742188,41.83556365966797,-71.39927673339844,0.9586590528488159,2.7300000190734863,0.5099999904632568,8240,,56600168,2959274,570797
2017-04-21,1998.64013671875,3071.78125,41.82682800292969,-71.46831512451172,41.863162994384766,-71.40001678466797,1.0484861135482788,3.680000066757202,0.5,6655,,78798256,1667596,1321855
2017-04-22,1765.6375732421875,1088.350830078125,41.81630325317383,-71.42159271240234,42.274810791015625,-71.13707733154297,3.892508029937744,40.31999969482422,0.5,3211,,48855979,1224854,
2017-04-23,2282.881103515625,43718.875,41.7096061706543,-71.41504669189453,41.84590530395508,-71.2804183959961,1.7252155542373657,8.390000343322754,0.5,4476,8460140,70102068,1523437,
2017-04-24,2046.50244140625,5105.1337890625,41.81713104248047,-71.40975952148438,41.83543395996094,-71.39816284179688,1.046972632408142,2.4800000190734863,0.5099999904632568,11075,,56835115,5186931,
2017-04-25,1886.9796142578125,3022.83544921875,41.82685470581055,-71.4151840209961,41.847835540771484,-71.40010833740234,1.067649483680725,16.6200008392334,0.5,6712,,54136216,2657885,
2017-04-26,1918.0107421875,1674.868408203125,41.82685089111328,-71.40803527832031,41.83564376831055,-71.39930725097656,1.2590999603271484,2.8399999141693115,0.5,5864,,56533409,1572424,723843
2017-04-27,1918.629150390625,2050.4765625,41.818626403808594,-71.42276000976562,41.8358154296875,-71.40006256103516,1.626782774925232,11.670000076293945,0.5099999904632568,6795,,63336346,2729966,318018
2017-04-28,2099.77392578125,3460.5283203125,41.80888748168945,-71.41168212890625,41.85432052612305,-71.39248657226562,1.8244578838348389,15.539999961853027,0.5099999904632568,9560,,76828905,3994854,963096
2017-04-29,1756.0960693359375,112.6087646484375,41.78484344482422,-71.47206115722656,41.86386489868164,-71.39875030517578,2.173442840576172,30.299999237060547,0.5,3420,,70447374,1456023,
2017-04-30,2374.619873046875,53229.89453125,41.672855377197266,-71.40809631347656,41.83559036254883,-71.27885437011719,1.6628409624099731,11.489999771118164,0.5199999809265137,5363,9389771,61051570,2456222,
2017-05-01,1948.215576171875,2665.243408203125,41.826900482177734,-71.40828704833984,41.836204528808594,-71.40010833740234,1.2293291091918945,3.9100000858306885,0.5099999904632568,6453,,57651628,1835519,914406
2017-05-02,1950.235107421875,2513.5302734375,41.75507354736328,-71.46122741699219,41.83557891845703,-71.38995361328125,1.0487912893295288,4.019999980926514,0.5,6002,,79201116,1488371,988371
2017-05-03,1953.625,3247.64990234375,41.82685470581055,-71.40826416015625,41.835575103759766,-71.40007781982422,1.128193736076355,5.119999885559082,0.5,6188,,81336977,1399338,1214358
2017-05-04,1961.82275390625,3934.00341796875,41.82326126098633,-71.41124725341797,41.83601760864258,-71.40010833740234,0.6821324825286865,3.440000057220459,0.5099999904632568,7878,,80194648,3300363,351641
2017-05-05,1906.462890625,2938.59912109375,41.82630920410156,-71.40974426269531,41.85447692871094,-71.39918518066406,1.2276358604431152,13.579999923706055,0.5099999904632568,6763,,79341596,2325986,478901
2017-05-06,1887.2470703125,1100.3671875,40.76374053955078,-73.95735168457031,41.846134185791016,-71.40259552001953,9.715765953063965,42.18000030517578,0.5,4908,,56229540,2298881,351569
2017-05-07,2401.12744140625,53809.171875,41.673583984375,-71.41764831542969,41.86870193481445,-71.28041076660156,3.1309494972229004,42.119998931884766,0.5099999904632568,2858,9784351,64956419,1033923,
2017-05-08,1918.78662109375,2097.1181640625,41.42280960083008,-71.50453186035156,41.84614562988281,-71.39918518066406,2.9930410385131836,33.880001068115234,0.5,6076,,75967458,1835821,585668
2017-05-09,1994.3291015625,3828.1513671875,41.81748962402344,-71.40796661376953,41.83555603027344,-71.40003967285156,1.0378217697143555,3.0,0.5,7918,,81465433,2483957,953677
2017-05-10,1893.199951171875,1912.904052734375,41.826839447021484,-71.40799713134766,41.835662841796875,-71.40010833740234,1.1569093465805054,2.8499999046325684,0.5099999904632568,5602,,82286481,1745065,416455
2017-05-11,1971.073974609375,3750.000732421875,41.82684326171875,-71.408203125,41.83662414550781,-71.40001678466797,1.3212705850601196,3.3499999046325684,0.5099999904632568,6959,,82629289,2262354,738969
2017-05-12,1867.528564453125,2591.837158203125,41.826839447021484,-71.40886688232422,41.8486213684082,-71.39537811279297,1.7699999809265137,3.009999990463257,0.5299999713897705,5467,,81233161,2328081,
2017-05-13,1897.07177734375,3276.16455078125,41.79314041137695,-71.42840576171875,41.8460807800293,-71.31884002685547,2.0937132835388184,29.079999923706055,0.5,6890,,67484146,3554286,144624
2017-05-14,1758.5245361328125,932.5945434570312,41.807369232177734,-71.4350814819336,41.84202575683594,-71.40423583984375,1.2596783638000488,14.630000114440918,0.5299999713897705,4879,,74022153,1999907,
2017-05-15,1845.665771484375,1693.489013671875,41.81004333496094,-71.42876434326172,41.846126556396484,-71.40641021728516,3.765472412109375,21.299999237060547,0.5,3908,,77690138,1997350,226923
2017-05-16,1777.0859375,247.96530151367188,41.81019592285156,-71.41259002685547,41.83529281616211,-71.40660858154297,1.0513972043991089,5.690000057220459,0.5099999904632568,7080,,74965049,1917095,570701
2017-05-17,1711.83154296875,512.976806640625,41.83492660522461,-71.4092025756836,41.83646011352539,-71.40762329101562,5.968633651733398,10.619999885559082,0.5400000214576721,5403,,72796628,1215451,173160
2017-05-18,1683.112060546875,576.8417358398438,41.80596923828125,-71.4205093383789,41.84679412841797,-71.38111877441406,1.1268510818481445,30.5,0.5,3909,,73732495,461477,
2017-05-19,2027.9525146484375,21646.53125,41.772178649902344,-71.41022491455078,41.83819580078125,-71.36243438720703,1.7053921222686768,8.479999542236328,0.5099999904632568,5084,4410401,73465577,1400196,65199
2017-05-20,1749.374267578125,1076.3572998046875,41.834930419921875,-71.40959167480469,41.83753967285156,-71.40754699707031,1.385963797569275,3.2899999618530273,0.5,5149,,77627427,1230407,
2017-05-21,1832.453125,1452.910888671875,41.819091796875,-71.40837097167969,41.83578872680664,-71.39519500732422,0.874057948589325,2.5899999141693115,0.5,5749,,79092468,2353603,
2017-05-22,1925.1378173828125,3094.156494140625,41.82683563232422,-71.40804290771484,41.83549118041992,-71.40010833740234,3.8760526180267334,7.309999942779541,0.5,6042,,82516998,1206998,967380
2017-05-23,1922.41259765625,2610.08251953125,41.80599594116211,-71.40812683105469,41.83552169799805,-71.38233184814453,1.1024707555770874,23.709999084472656,0.5,5234,,80928081,825122,1163315
2017-05-24,1925.4781494140625,3505.27197265625,41.82664108276367,-71.4092025756836,41.83750915527344,-71.3999252319336,1.4859023094177246,2.8499999046325684,0.7599999904632568,7410,,80167539,1809022,792536
2017-05-25,1753.4873046875,2397.076416015625,41.82189178466797,-71.4356460571289,41.84616470336914,-71.40010833740234,2.490652561187744,16.920000076293945,0.5,6488,,71603074,2397994,
2017-05-26,1852.5040283203125,1882.4871826171875,41.82665252685547,-71.40819549560547,41.8354606628418,-71.39955139160156,1.081285834312439,1.7100000381469727,0.5099999904632568,6169,,79878202,1021500,976504
2017-05-27,1859.704345703125,2996.877197265625,41.8346061706543,-71.41144561767578,42.0417366027832,-71.25363159179688,3.3616061210632324,39.66999816894531,0.5,5550,792963,73182262,1239024,417824
2017-05-28,1754.033935546875,107.00729370117188,41.83488464355469,-71.41345977783203,41.845863342285156,-71.40706634521484,1.1304246187210083,3.630000114440918,0.5,3456,,81455247,928332,
2017-05-29,1729.0880126953125,37.389801025390625,41.83464050292969,-71.40799713134766,41.87003707885742,-71.38693237304688,6.300947189331055,42.209999084472656,0.6000000238418579,2742,,80456266,124586,205954
2017-05-30,1928.6319580078125,3415.678466796875,41.81726837158203,-71.41114807128906,41.83549118041992,-71.40020751953125,1.239497423171997,5.239999771118164,0.5,10327,,76585441,3260444,648291
2017-05-31,1948.7806396484375,1508.0035400390625,41.816139221191406,-71.4164047241211,41.83559799194336,-71.39970397949219,1.3146487474441528,15.90999984741211,0.5,6511,,80136360,2705002,480408
2017-06-01,1884.96484375,2797.742431640625,41.82390594482422,-71.43502044677734,41.836612701416016,-71.40029907226562,1.3678417205810547,17.350000381469727,0.5,6766,,75901982,1041470,1424198
2017-06-02,1889.375732421875,2896.967041015625,41.82665252685547,-71.40812683105469,41.835819244384766,-71.39955139160156,0.8023046255111694,3.299999952316284,0.5,8121,,73920606,1210070,1480247
2017-06-03,1899.445556640625,7726.49560546875,41.79179763793945,-71.40911102294922,41.83675765991211,-71.32012939453125,1.1045488119125366,8.359999656677246,0.5,4824,1952132,68764935,1628856,203650
2017-06-04,1295.138671875,20556.990234375,41.77351379394531,-71.41295623779297,41.83579635620117,-71.36312866210938,2.3170433044433594,9.65999984741211,0.5,5998,3693955,36158908,3216614,
